Time Stamp	Gyroscope X	Gyroscope Y	Gyroscope Z
RAW	RAW	RAW	RAW
no units	no units	no units	no units
3797530	-121	136	-94
3797858	-124	119	-89
3798186	-116	104	-83
3798514	-110	108	-92
3798842	-94	111	-84
3799170	-74	116	-71
3799498	-74	114	-79
3799826	-90	115	-80
3800154	-103	121	-74
3800482	-111	104	-59
3800810	-127	110	-69
3801138	-107	119	-64
3801466	-109	119	-64
3801794	-98	114	-60
3802122	-90	125	-52
3802450	-78	116	-58
3802778	-84	122	-63
3803106	-68	113	-60
3803434	-76	109	-59
3803762	-55	120	-41
3804090	-53	113	-43
3804418	-43	110	-40
3804746	-65	122	-33
3805074	-53	99	-31
3805402	-67	110	-33
3805730	-77	119	-47
3806058	-77	105	-31
3806386	-75	104	-34
3806714	-82	107	-38
3807042	-81	104	-40
3807370	-73	92	-38
3807698	-75	93	-40
3808026	-75	101	-51
3808354	-85	94	-44
3808682	-99	90	-52
3809010	-88	87	-57
3809338	-90	91	-57
3809666	-87	94	-66
3809994	-97	102	-61
3810322	-89	93	-54
3810650	-110	104	-66
3810978	-87	105	-56
3811306	-73	99	-48
3811634	-67	105	-44
3811962	-71	115	-46
3812290	-75	112	-37
3812618	-68	99	-28
3812946	-81	116	-25
3813274	-91	114	-16
3813602	-87	108	-33
3813930	-88	119	-10
3814258	-92	117	-17
3814586	-99	125	-12
3814914	-111	127	-25
3815242	-129	120	-32
3815570	-129	128	-30
3815898	-135	117	-48
3816226	-148	126	-47
3816554	-155	121	-52
3816882	-128	101	-61
3817210	-128	120	-59
3817538	-140	122	-75
3817866	-137	109	-75
3818194	-124	105	-68
3818522	-116	111	-79
3818850	-99	97	-77
3819178	-106	92	-62
3819506	-88	80	-74
3819834	-66	89	-70
3820162	-48	74	-63
3820490	-38	83	-56
3820818	-23	75	-64
3821146	-28	75	-67
3821474	-24	81	-63
3821802	-45	77	-58
3822130	-42	93	-50
3822458	-27	74	-64
3822786	-25	78	-64
3823114	-20	74	-67
3823442	-27	73	-57
3823770	-22	85	-50
3824098	-38	95	-48
3824426	-47	93	-50
3824754	-24	87	-45
3825082	-27	86	-54
3825410	-26	97	-46
3825738	-41	99	-39
3826066	-51	104	-34
3826394	-61	117	-28
3826722	-80	128	-45
3827050	-67	122	-27
3827378	-62	127	-16
3827706	-68	127	-11
3828034	-56	110	-9
3828362	-46	133	-1
3828690	-66	150	-11
3829018	-67	166	5
3829346	-75	155	6
3829674	-91	164	13
3830002	-105	157	13
3830330	-142	140	1
3830658	-145	156	4
3830986	-138	156	-4
3831314	-110	145	3
3831642	-114	160	10
3831970	-114	154	-9
3832298	-101	143	-7
3832626	-129	114	-9
3832954	-136	116	-6
3833282	-166	130	-11
3833610	-162	138	-13
3833938	-159	142	1
3834266	-131	125	-17
3834594	-100	155	-3
3834922	-92	113	-17
3835250	-48	136	-10
3835578	-26	156	14
3835906	20	123	49
3836234	11	123	39
3836562	27	130	65
3836890	84	156	88
3837218	112	186	103
3837546	113	206	112
3837874	93	223	76
3838202	78	171	59
3838530	33	165	74
3838858	11	181	67
3839186	-10	203	45
3839514	-35	180	26
3839842	-56	136	31
3840170	-55	133	33
3840498	-28	178	18
3840826	20	182	0
3841154	35	169	5
3841482	42	150	0
3841810	32	173	5
3842138	32	180	26
3842466	16	176	9
3842794	-2	185	4
3843122	-11	198	26
3843450	-37	218	23
3843778	-71	177	14
3844106	-87	183	12
3844434	-83	191	8
3844762	-117	200	2
3845090	-88	170	-22
3845418	-89	190	-30
3845746	-75	162	-33
3846074	-79	177	-28
3846402	-66	159	-42
3846730	-69	169	-33
3847058	-65	151	-34
3847386	-85	150	-49
3847714	-97	155	-52
3848042	-102	145	-43
3848370	-109	141	-45
3848698	-105	152	-38
3849026	-110	139	-39
3849354	-133	141	-36
3849682	-119	159	-54
3850010	-125	172	-41
3850338	-127	174	-37
3850666	-118	168	-38
3850994	-111	161	-36
3851322	-105	174	-12
3851650	-104	174	-16
3851978	-71	147	-31
3852306	-64	142	0
3852634	-55	150	0
3852962	-67	142	-4
3853290	-56	140	11
3853618	-57	168	16
3853946	-61	184	7
3854274	-35	183	25
3854602	-65	136	16
3854930	-63	153	17
3855258	-68	153	3
3855586	-44	185	29
3855914	-45	200	28
3856242	-73	146	11
3856570	-74	177	34
3856898	-79	177	47
3857226	-70	197	46
3857554	-56	187	42
3857882	0	241	40
3858210	-68	171	29
3858538	-87	171	54
3858866	-102	194	59
3859194	-82	197	42
3859522	-75	192	43
3859850	-106	179	44
3860178	-140	189	41
3860506	-155	177	37
3860834	-105	147	16
3861162	-48	144	14
3861490	-10	128	18
3861818	-15	132	10
3862146	-13	163	13
3862474	-25	157	11
3862802	-12	158	20
3863130	-9	142	3
3863458	1	127	15
3863786	6	139	18
3864114	-12	168	11
3864442	-49	152	6
3864770	-34	141	4
3865098	-51	128	10
3865426	-54	152	-2
3865754	-66	142	0
3866082	-72	147	-5
3866410	-61	145	5
3866738	-57	149	-5
3867066	-49	133	-5
3867394	-17	136	-6
3867722	-24	134	-9
3868050	-41	122	-19
3868378	-46	127	-7
3868706	-70	129	8
3869034	-69	127	-2
3869362	-59	120	-1
3869690	-54	110	1
3870018	-49	133	4
3870346	-41	130	7
3870674	-24	137	3
3871002	-38	135	6
3871330	-27	128	2
3871658	-22	116	11
3871986	-19	127	10
3872314	-13	119	11
3872642	-7	124	16
3872970	-18	121	3
3873298	-9	120	19
3873626	-28	124	26
3873954	-34	135	41
3874282	-29	136	40
3874610	-15	125	39
3874938	-21	111	36
3875266	-23	111	26
3875594	-52	102	32
3875922	-50	140	34
3876250	-81	117	26
3876578	-70	106	11
3876906	-86	114	14
3877234	-81	110	17
3877562	-51	119	20
3877890	-60	96	20
3878218	-24	123	32
3878546	-78	113	24
3878874	-82	114	15
3879202	-97	99	18
3879530	-93	89	42
3879858	-62	127	43
3880186	-45	104	35
3880514	-47	136	32
3880842	-61	115	32
3881170	-66	99	44
3881498	-60	110	41
3881826	-57	116	37
3882154	-53	115	33
3882482	-70	107	39
3882810	-70	110	39
3883138	-66	121	45
3883466	-56	126	45
3883794	-45	138	34
3884122	-33	159	42
3884450	-49	171	38
3884778	-48	156	44
3885106	-64	164	35
3885434	-71	173	17
3885762	-80	162	24
