26288;427;119;914;1009
26376;233;79;471;1012
26463;178;945;260;1012
26550;979;967;130;953
26638;1003;958;198;440
26726;1006;832;193;459
26814;1005;368;146;432
26903;1006;216;121;619
26991;1006;112;94;1003
27079;995;104;974;1011
27166;385;27;982;1012
27253;196;78;978;1012
27339;218;73;979;1011
27425;386;77;977;1006
27511;414;79;962;998
27595;343;76;939;997
27680;362;73;918;1002
27766;337;84;867;1007
27853;278;86;620;1010
27939;229;82;292;1012
28026;965;944;188;1012
28116;1001;935;108;1010
28205;1008;958;60;754
28292;1011;947;120;468
28381;1012;792;188;352
28469;1010;385;149;380
28556;1009;332;96;353
28643;1007;331;99;416
28730;1002;283;983;503
28817;861;45;991;1001
28903;47;10;982;1007
28989;223;106;957;1009
29077;485;157;814;1011
29164;568;93;293;1014
29252;110;921;127;1014
29338;993;978;72;789
29424;1003;975;170;550
29513;1007;925;149;432
29601;1009;517;126;411
29689;1010;305;130;465
29777;1009;98;990;495
29863;857;13;993;1012
29949;617;21;969;1014
30036;555;23;814;1015
30123;496;63;260;1015
30209;130;63;225;1015
30294;86;974;74;1009
30380;1003;979;53;598
30467;1006;920;105;454
30554;1004;321;97;451
30642;1005;160;105;482
30729;1008;147;94;455
30815;1007;91;990;982
30901;777;1;991;1011
30986;401;39;963;1012
31072;321;98;856;1012
31158;304;81;409;1013
31245;165;80;235;1013
31330;59;974;47;1002
31414;998;985;93;611
31501;1003;974;138;392
31589;1004;938;123;455
31676;1008;843;86;482
31764;1010;383;114;467
31852;1008;173;959;514
31939;842;55;984;1007
32025;571;68;965;1015
32112;620;77;455;1016
32196;622;92;77;784
32279;320;73;159;541
32364;390;57;202;425
32449;1008;62;170;412
32536;1013;323;133;453
32623;1010;102;78;415
32707;877;44;1;544
32786;484;6;0;939
32868;491;15;233;1014
32954;377;86;918;1015
33042;128;114;532;1016
33128;707;79;81;1014
33209;732;2;0;943
33290;1006;76;97;476
33377;1011;773;126;455
33465;1012;244;127;515
33553;1013;146;137;477
33641;1008;19;116;440
33724;710;0;75;333
33803;486;3;1;360
33882;505;14;0;369
33964;534;24;1;1015
34048;612;30;266;1016
34134;663;33;185;1016
34220;602;38;206;1016
34306;611;0;258;1016
34390;626;1;936;1015
34472;718;0;62;1008
34555;1008;48;86;752
34641;1012;188;69;709
34728;1010;848;106;565
34816;1005;947;84;463
34903;1003;974;99;400
34989;1004;979;91;384
35075;1005;977;52;996
35163;1007;968;38;1012
35251;997;829;753;1013
35339;633;248;573;1013
35427;480;70;718;1008
35513;349;29;934;1006
35599;375;26;957;1003
35684;289;24;968;992
35769;248;27;975;974
35853;243;28;976;946
35937;260;27;966;954
36021;195;25;902;990
36107;206;964;228;998
36192;986;973;34;947
36276;999;985;60;580
36362;1002;985;96;440
36448;1003;983;85;412
36534;1007;970;53;515
36620;1010;877;55;369
36708;1009;832;969;387
36796;924;622;989;1008
36884;697;246;990;1015
36973;639;139;974;1016
37061;515;138;204;1015
37146;512;77;60;748
37229;582;25;78;600
37311;429;13;70;601
37393;339;24;72;498
37474;348;13;0;431
37557;1005;7;98;1015
37642;1010;9;176;1015
37728;1010;71;79;1015
37815;1010;44;108;1015
37903;1009;54;90;1014
37989;1002;6;868;1013
38075;636;26;965;1007
38162;501;59;982;1007
38247;596;1;990;1008
38332;1005;40;991;875
38419;1011;94;808;591
38506;1012;946;221;506
38594;1009;959;169;465
38681;998;971;129;438
38767;993;982;81;549
38851;923;982;75;634
38936;529;980;70;1009
39024;428;927;837;1013
39112;416;733;934;1012
39200;342;391;964;1006
39289;323;206;979;1002
39377;263;103;983;1004
39464;281;53;986;1003
39549;251;14;988;998
39633;964;8;989;997
39718;996;204;989;1001
39808;1000;928;984;1004
39899;1001;963;962;1003
39988;1004;975;383;897
40076;1005;975;272;458
40165;1005;972;231;407
40253;1005;970;126;489
40340;1008;949;90;391
40427;1010;874;93;371
40513;1010;393;95;331
40600;1009;226;980;926
40687;998;51;987;989
40770;648;5;990;995
40852;285;2;986;998
40935;443;5;982;1004
41020;421;1;965;1011
41104;527;3;908;1015
41188;591;2;314;1015
41272;924;5;106;1012
41359;1006;961;117;645
41447;1008;972;210;569
41535;1010;978;166;525
41624;1010;979;104;411
41711;1010;978;84;469
41797;1010;977;62;514
41884;1010;973;66;455
41970;1010;953;29;246
42055;1012;933;1;209
42139;1010;510;0;436
42223;813;179;0;527
42306;774;69;38;1012
42392;698;103;899;1014
42480;579;73;957;1014
42566;403;55;974;1014
42652;220;12;976;1014
42738;216;17;986;1014
42825;382;18;997;1010
42910;627;13;995;603
42994;612;15;984;625
43080;584;10;993;1007
43165;723;6;993;1013
43251;1007;14;404;1013
43339;1008;972;234;542
43428;1005;974;289;476
43516;1003;968;308;470
43604;1005;973;283;387
43694;1008;976;226;375
43782;1010;971;174;422
43870;1011;958;147;429
43959;1011;819;146;461
44047;1010;374;159;444
44135;1010;224;982;521
44224;1004;27;992;1008
44310;811;5;990;1013
44394;727;5;975;1014
44480;690;15;924;1014
44565;669;9;766;1014
44650;442;19;244;1015
44736;135;14;202;1015
44822;995;980;70;988
44908;1005;983;158;675
44996;1004;970;179;601
45085;1005;956;155;559
45173;1006;931;130;462
45260;1008;704;91;452
45348;1008;349;986;466
45436;1005;132;989;999
45522;791;1;988;1006
45606;656;6;980;1010
45692;587;18;971;1012
45778;361;70;937;1013
45864;143;21;690;1014
45953;968;970;207;1011
46041;1002;977;114;720
46129;1004;975;181;538
46218;1005;962;137;448
46306;1005;954;160;318
46394;1002;951;128;267
46482;998;949;116;989
46569;995;904;831;1003
46656;992;272;983;993
46742;610;61;992;970
46826;513;12;995;627
46910;431;31;996;440
46993;338;8;997;669
47076;235;3;997;883
47159;152;19;997;974
47244;194;36;998;1002
47331;120;792;994;1011
47420;976;961;957;1013
47509;1004;971;358;1010
47598;1007;972;324;657
47687;1009;970;317;548
47775;1010;945;271;475
47863;1010;923;205;468
47952;1010;856;152;386
48040;1010;500;330;358
48129;1009;227;983;742
48217;1004;79;988;966
48302;976;32;989;998
48387;700;38;991;1009
48474;646;38;991;1010
48560;378;25;993;1011
48646;433;21;992;1013
48731;393;6;987;1013
48818;989;912;947;1014
48907;1002;946;273;1012
48997;1006;948;235;1003
49087;1008;962;257;614
49175;1010;948;254;480
49263;1011;911;216;323
49352;1011;878;187;206
49440;1011;852;189;196
49528;1011;896;134;751
49617;1009;936;919;965
49705;1007;908;974;957
49794;1005;710;986;952
49883;1002;190;991;901
49969;996;52;992;859
50053;992;10;992;814
50137;993;8;993;862
50219;993;7;993;947
50301;972;16;994;984
50385;661;6;995;1005
50470;505;8;995;1009
50555;374;15;993;1010
50641;288;16;993;1011
50727;164;21;991;1011
50814;934;15;992;1011
50902;997;130;991;1010
50990;1004;956;966;991
51079;1007;977;409;452
51167;1007;976;275;357
51255;1008;977;272;355
51344;1008;968;255;319
51432;1007;897;985;373
51520;1002;309;992;497
51608;752;151;994;812
51693;563;61;994;979
51778;324;50;992;1004
51865;291;13;975;1014
51951;266;40;960;1016
52037;477;21;315;1015
52122;604;63;197;810
52208;1008;26;174;384
52293;1010;8;232;372
52377;1011;5;299;313
52463;1012;24;306;434
52548;1007;0;106;529
52631;444;2;144;437
52715;500;16;164;1013
52802;476;55;243;1016
52888;587;48;256;1015
52973;570;12;72;1015
53057;463;0;335;1015
53140;421;0;0;1014
53220;565;44;0;639
53300;1011;1;0;397
53381;1012;2;62;420
53466;1012;73;116;492
53551;1010;55;65;554
53634;1009;0;98;531
53716;1009;0;115;453
53800;1008;0;98;411
53882;1008;0;84;296
53963;1006;0;0;293
54042;998;0;0;697
54122;960;0;92;1013
54206;779;0;955;1015
54288;3;0;968;1015
54370;444;1;964;1014
54454;636;2;968;1013
54539;650;2;985;1013
54623;623;0;989;1012
54707;628;0;991;1013
54791;610;0;992;1013
54876;647;0;993;1012
54961;1001;0;994;1011
55048;1009;956;991;744
55137;1011;984;457;549
55225;1011;978;303;542
55313;1009;970;286;514
55402;1008;960;191;522
55490;1009;910;159;486
55578;1011;513;161;482
55668;1009;248;991;1003
55756;953;59;992;1007
55842;507;60;987;1006
55929;357;77;978;1004
56015;533;75;958;1004
56101;543;67;889;1004
56187;597;52;458;1009
56275;458;935;279;1011
56361;993;975;78;988
56448;1005;979;164;668
56537;1006;970;242;483
56625;1008;938;212;490
56713;1008;747;144;522
56802;1008;267;154;504
56889;1008;89;983;555
56975;999;91;990;1002
57061;746;0;986;1007
57145;523;4;967;1008
57229;549;1;914;1010
57313;466;0;652;1011
57398;367;0;293;1013
57484;108;966;165;1013
57570;998;977;80;821
57657;1005;978;189;558
57745;1006;960;190;509
57833;1007;922;153;466
57922;1009;722;132;469
58010;1010;250;963;438
58097;1007;73;985;992
58182;846;1;987;1003
58268;615;23;979;1007
58354;437;12;957;1009
58439;295;9;904;1010
58524;230;9;581;1012
58610;154;936;243;1012
58697;977;967;93;1007
58783;1002;975;91;686
58871;1005;971;179;520
58959;1005;947;158;501
59047;1007;919;111;390
59137;1009;739;140;387
59225;1010;222;967;396
59312;1008;50;985;980
59397;864;1;991;995
59479;652;6;991;995
59560;482;7;986;998
59643;366;7;967;1004
59728;412;9;645;1008
59814;196;967;246;1010
59900;997;979;54;782
59987;1003;981;150;534
60076;1005;974;130;383
60164;1008;947;112;435
60252;1010;740;43;446
60339;1008;276;95;1001
60426;698;47;955;1016
60512;586;63;963;1017
60599;532;53;105;1013
60682;689;52;1;634
60762;540;18;1;405
60843;383;16;72;547
60923;420;0;0;195
61001;697;0;0;397
61083;1014;936;93;535
61170;1011;130;109;511
61256;1010;1;56;388
61337;1009;1;1;285
61418;1008;11;1;433
61499;1007;0;0;380
61579;1008;0;0;228
61661;1008;1;0;1012
61745;1008;1;110;1016
61830;866;15;94;1015
61915;643;2;431;1015
62000;553;13;964;1014
62086;459;38;985;1013
62172;270;32;991;1009
62259;315;29;993;1008
62344;997;1;993;1008
62430;1004;945;991;991
62519;1005;962;812;482
62607;1006;968;294;420
62695;1006;957;222;420
62784;1007;951;154;485
62871;1007;925;91;429
62958;1007;790;104;401
63047;1006;260;983;982
63134;999;64;977;1011
63219;609;4;958;1013
63303;163;7;879;1014
63389;243;11;709;1014
63474;52;10;507;1014
63556;1;9;240;1014
63640;986;613;216;1013
63730;1003;813;126;1011
63820;1005;897;105;1009
63910;1005;936;87;1007
63997;1005;964;86;995
64084;1005;972;123;617
64173;1005;976;140;324
64262;1004;977;153;279
64349;1002;978;89;267
64435;999;978;244;981
64522;999;978;225;992
64609;1001;978;487;994
64697;1003;977;680;998
64787;1004;977;258;1000
64876;1004;977;70;1000
64963;1005;977;62;999
65051;1005;976;65;1000
65139;1006;976;55;1000
65226;1006;975;1;1001
65313;1006;973;0;1001
65399;1007;973;0;1001
65485;1007;973;0;1001
65571;1007;972;0;1000
65658;1008;972;0;1000
65744;1008;971;0;1000
65830;1008;971;0;1000
65916;1008;970;0;999
66000;1008;969;0;998
66084;1009;968;0;998
66168;1009;966;1;996
66253;1009;964;0;996
66337;1009;961;2;996
66422;1009;955;77;997
66509;1009;954;77;998
66596;1009;958;911;999
66684;1009;958;787;999
66775;1008;963;896;1000
66864;1008;965;903;999
69737;1009;952;0;1005
69811;1009;953;1;1005
69898;1008;955;1;1005
69984;1008;955;1;1005
70070;1008;955;1;1005
70156;1008;954;1;1005
70243;1008;952;1;1005
70329;1009;952;1;1005
70415;1009;951;1;1005
70502;1009;951;1;1005
70588;1009;952;1;1005
70674;1009;953;1;1006
70761;1009;954;1;1005
70847;1009;955;0;1005
70933;1008;955;1;1005
71019;1008;956;1;1005
71106;1008;956;1;1005
71192;1008;957;1;1005
71278;1008;957;0;1005
71365;1008;958;1;1005
71451;1009;958;1;1005
71537;1008;958;1;1005
71623;1009;959;0;1005
71710;1008;959;1;1005
71796;1009;959;0;1005
71882;1008;959;1;1005
71969;1008;959;1;1006
72055;1008;959;1;1005
72141;1009;959;1;1006
72228;1009;959;0;1006
72314;1009;959;0;1006
72400;1009;959;1;1006
72486;1008;959;0;1006
72573;1008;958;1;1006
72659;1008;958;1;1006
72745;1009;958;1;1006
72833;1009;958;1;1006
72919;1008;958;1;1006
73005;1009;957;1;1006
73092;1009;957;1;1006
73178;1009;956;0;1006
73264;1009;956;1;1006
73350;1009;956;1;1006
73437;1009;957;1;1006
73523;1009;957;1;1006
73609;1008;958;0;1006
73696;1008;959;1;1006
73782;1008;960;1;1006
73868;1009;960;1;1006
73955;1008;960;1;1007
74041;1009;960;1;1007
74127;1009;960;1;1007
74213;1009;960;0;1007
74300;1008;960;1;1008
74386;1008;961;0;1008
74472;1007;962;0;1008
74559;1007;963;1;1009
74645;1007;963;1;1009
74731;1007;964;0;1009
74817;1007;965;0;1008
74904;1007;965;1;1008
74990;1007;966;0;1008
75076;1007;966;1;1008
75163;1007;967;1;1008
75249;1007;967;1;1008
75335;1007;966;1;1008
75422;1007;967;0;1008
75508;1007;967;1;1008
75594;1007;967;0;1008
75680;1007;967;1;1008
75767;1007;967;1;1008
75853;1007;967;1;1008
75939;1007;966;1;1008
76026;1007;966;1;1008
76112;1008;964;1;1008
76198;1008;964;1;1008
76285;1008;964;1;1008
76371;1008;964;1;1008
76457;1008;964;1;1008
76544;1008;963;0;1008
76631;1008;962;0;1008
76717;1008;961;1;1008
76803;1008;960;1;1008
76890;1008;960;0;1008
76976;1008;960;1;1008
77062;1008;961;1;1008
77148;1008;961;1;1008
77235;1008;962;1;1008
77321;1008;962;0;1007
77407;1008;962;1;1008
77494;1008;961;1;1008
77580;1008;961;1;1007
77666;1008;961;1;1008
77753;1008;960;0;1007
77839;1009;959;1;1007
77925;1008;957;1;1007
78011;1008;956;0;1008
78098;1009;955;0;1007
78184;1009;952;1;1007
78270;1009;952;0;1007
78357;1009;952;0;1008
78443;1009;952;1;1008
78529;1009;952;1;1008
78616;1009;952;0;1008


501;1;0;1;1
523;3;1;1;3
543;2;1;3;2
564;2;3;2;1
584;2;1;1;2
605;1;2;0;2
625;2;0;2;1
646;3;2;0;2
666;3;1;0;2
687;0;2;0;1
707;4;1;1;3
728;1;1;3;1
748;1;2;2;0
769;3;2;1;2
789;1;2;0;1
809;2;2;2;2
830;1;3;1;0
850;0;2;2;0
870;4;0;2;4
890;4;0;2;1
911;4;1;1;4
931;2;1;1;3
1017;1;1;2;1
1038;0;2;3;0
1058;2;1;3;1
1079;2;0;2;3
1099;0;1;3;2
1120;0;3;0;2
1140;4;0;2;1
1161;2;1;3;3
1180;4;1;0;1
1201;2;1;1;1
1221;4;1;1;3
1242;1;2;3;0
1262;2;1;0;3
1283;1;3;3;2
1302;0;1;3;2
1323;2;2;1;4
1343;2;2;1;1
1363;1;3;1;0
1384;1;2;1;1
1404;1;2;2;0
1425;4;0;2;0
1445;2;2;0;3
1466;3;3;1;0
1485;3;0;2;2
1506;0;1;1;1
1526;1;1;1;1
1547;3;2;0;1
1567;0;2;1;1
1588;1;2;1;1
1608;3;0;2;0
1629;4;0;1;2
1649;0;2;2;0
1669;3;2;1;0
1689;2;1;3;0
1710;1;1;2;1
1730;0;3;1;1
1751;1;1;1;1
1836;2;1;0;2
1864;0;1;2;2
1896;2;3;1;0
1916;0;2;2;0
1937;4;2;1;2
1956;0;2;2;2
1977;2;1;1;1
1997;2;3;1;0
2018;2;1;2;1
2038;1;0;2;0
2059;0;3;1;1
2079;3;1;1;2
2100;1;3;1;0
2120;0;0;2;1
2140;2;0;2;0
2160;1;1;1;0
2181;2;3;0;1
2201;1;1;2;1
2222;0;1;2;0
2242;4;0;2;1
2263;4;1;0;3
2283;0;1;2;0
2304;0;2;0;1
2323;2;3;0;2
2343;2;1;2;1
2364;3;0;1;2
2384;1;2;2;1
2405;1;3;0;2
2425;0;2;1;1
2446;3;0;2;0
2466;4;0;0;0
2486;2;2;3;0
2506;1;1;2;1
2527;2;1;1;3
2547;3;1;2;0
2568;2;2;1;1
2655;0;2;1;1
2675;1;1;2;0
2696;1;2;0;2
2715;1;0;2;0
2736;2;2;0;1
2756;0;2;1;0
2777;2;1;2;1
2797;2;0;1;0
2818;0;0;1;1
2838;4;0;1;3
2859;0;2;0;2
2878;3;0;1;3
2898;0;1;3;1
2919;2;1;1;3
2939;0;3;0;1
2960;0;1;2;1
2980;2;1;1;3
3001;2;0;0;0
3021;4;0;0;2
3042;0;0;2;1
3061;3;3;0;3
3082;2;0;2;1
3102;2;1;1;2
3123;2;1;2;0
3143;1;1;1;1
3164;1;2;0;1
3192;1;2;0;2
3213;3;1;1;3
3245;3;1;0;3
3265;0;3;0;2
3286;2;1;1;1
3306;2;1;0;3
3326;1;1;1;1
3347;3;0;3;0
3367;0;1;2;2
3388;0;1;2;0
3407;0;2;2;1
3494;3;2;0;3
3515;1;1;1;3
3534;4;1;1;1
3555;3;0;2;1
3574;0;1;2;3
3595;2;1;0;3
3614;3;1;1;1
3634;2;3;2;0
3654;1;0;0;2
3674;4;0;3;2
3694;2;2;1;2
3714;0;1;2;0
3733;0;0;1;3
3753;2;0;1;3
3773;0;1;2;0
3793;2;1;1;1
3813;3;3;2;0
3832;0;1;1;1
3853;1;1;1;1
3872;4;0;1;2
3893;4;0;2;1
3912;0;2;1;1
3932;3;1;1;2
3952;1;1;2;2
3972;4;0;1;3
3992;4;3;1;0
4012;0;1;1;0
4032;2;1;0;0
4051;1;1;2;1
4071;4;2;0;1
4091;1;1;2;3
4111;2;2;2;2
4131;0;1;2;0
4151;1;0;2;2
4171;1;2;0;3
4191;2;2;1;3
4215;0;1;2;0
4235;1;1;1;1
4255;2;3;0;1
4275;1;1;1;2
4295;0;3;1;2
4315;0;2;2;0
4335;2;1;1;1
4355;2;2;2;0
4375;4;1;0;0
4395;1;1;1;1
4414;0;3;1;1
4434;0;1;2;1
4454;0;2;2;0
4474;0;1;2;3
4503;1;1;1;2
4523;2;0;2;2
4553;1;1;1;0
4573;0;2;2;0
4593;1;0;0;1
4613;4;0;2;3
4632;1;1;3;0
4653;1;1;1;1
4672;0;3;0;1
4691;2;1;2;0
4712;4;0;1;2
4731;4;0;2;1
4752;0;2;1;1
4771;0;1;2;1
4792;1;2;0;3
4811;2;1;0;0
4832;0;3;0;2
4851;1;3;0;1
4871;3;2;0;1
4891;1;2;0;2
4911;1;1;1;1
4931;3;1;1;3
4951;0;3;0;2
4975;4;1;2;0
4995;2;0;1;1
5015;0;0;0;0
5035;0;1;2;0
5054;1;3;2;0
5074;0;1;2;0
5094;1;1;1;1
5114;1;1;2;0
5134;0;2;0;2
5154;1;0;0;0
5174;0;2;1;0
5193;2;1;2;1
5214;0;1;3;0
5233;0;1;2;1
5254;0;0;0;1
5273;2;0;1;1
5293;0;2;0;1
5313;0;2;3;0
5332;2;0;2;0
5353;1;2;1;1
5372;1;2;0;3
5393;2;1;0;3
5412;0;2;1;0
5433;0;2;1;1
5452;2;1;1;1
5472;0;2;1;0
5492;3;1;1;2
5512;4;1;2;1
5532;3;1;2;0
5552;1;1;1;1
5571;0;1;1;3
5592;2;2;0;1
5611;2;1;1;1
5632;1;1;2;1
5651;1;2;0;3
5671;0;1;2;1
5691;4;2;0;0
5725;0;2;0;3
5744;1;1;2;1
5765;3;2;0;2
5784;0;3;1;1
5815;1;2;1;0
5834;3;1;1;2
5855;4;2;1;0
5874;3;0;2;2
5894;1;2;1;1
5914;3;1;1;3
5934;4;0;2;0
5954;0;0;0;3
5974;0;1;0;0
5993;1;2;1;1
6013;4;3;2;2
6033;0;1;0;0
6053;1;1;1;2
6073;2;3;1;1
6093;4;0;1;2
6113;4;1;1;1
6133;4;0;1;2
6153;1;1;1;1
6173;3;2;0;0
6193;3;1;1;1
6212;0;2;1;0
6233;3;1;0;3
6252;1;1;2;1
6273;1;2;1;2
6292;0;1;0;1
6312;0;1;2;0
6332;0;1;2;0
6351;2;2;0;1
6372;2;0;0;2
6391;3;1;2;2
6412;2;1;1;2
6431;3;1;1;2
6456;0;2;2;3
6475;3;1;1;2
6496;3;2;2;1
6515;3;2;1;2
6535;1;3;1;1
6555;2;1;0;1
6575;1;2;0;2
6595;0;1;1;1
6615;3;1;0;3
6634;0;3;0;2
6654;0;2;2;2
6674;1;1;2;0
6694;2;1;1;1
6714;3;0;1;2
6734;3;1;1;3
6754;2;1;0;2
6774;3;1;0;1
6794;2;2;1;1
6814;4;0;2;3
6834;1;2;0;2
6853;2;1;1;0
6874;3;2;1;0
6893;0;2;0;1
6914;4;0;1;2
6933;4;0;3;0
6962;2;2;0;2
6982;1;0;2;3
7002;4;3;1;0
7021;2;0;3;3
7042;2;1;0;2
7071;3;3;2;0
7092;3;1;0;2
7111;1;1;2;1
7131;1;2;0;3
7151;1;2;0;4
7171;4;1;0;2
7190;1;3;1;0
7215;0;3;1;1
7235;0;1;0;0
7255;0;1;2;1
7274;3;0;1;3
7294;2;2;1;1
7314;0;2;0;1
7333;3;0;1;2
7354;1;2;2;0
7373;0;1;2;0
7394;1;0;3;0
7413;2;1;2;0
7433;3;2;0;2
7453;1;1;1;1
7473;2;0;0;2
7492;3;0;2;2
7513;0;4;0;1
7532;0;3;0;1
7552;2;1;0;3
7572;3;2;1;0
7591;2;0;1;3
7611;2;1;1;1
7631;1;1;2;0
7651;0;2;0;1
7670;2;0;3;0
7691;1;2;0;1
