Time Stamp	Gyroscope X	Gyroscope Y	Gyroscope Z
RAW	RAW	RAW	RAW
no units	no units	no units	no units
10819928	-30	121	-34
10820256	-21	125	-35
10820584	-31	127	-33
10820912	-15	121	-23
10821240	-23	118	-25
10821568	-28	127	-19
10821896	-62	119	-26
10822224	-73	127	-20
10822552	-115	119	-30
10822880	-134	117	-30
10823208	-137	113	-31
10823536	-141	104	-22
10823864	-143	118	-19
10824192	-137	114	-27
10824520	-118	115	-16
10824848	-98	123	-15
10825176	-111	123	-19
10825504	-124	128	-10
10825832	-133	121	-11
10826160	-136	117	-2
10826488	-102	126	12
10826816	-116	129	9
10827144	-75	122	23
10827472	-29	126	27
10827800	23	141	33
10828128	88	158	35
10828456	150	165	31
10828784	203	163	28
10829112	227	175	36
10829440	208	172	30
10829768	199	173	39
10830096	165	161	36
10830424	157	155	40
10830752	126	159	39
10831080	117	161	29
10831408	94	150	37
10831736	99	176	23
10832064	83	160	25
10832392	85	171	21
10832720	49	166	11
10833048	39	164	24
10833376	29	153	23
10833704	12	155	12
10834032	17	170	12
10834360	-6	153	19
10834688	-12	164	22
10835016	-14	159	13
10835344	-10	168	11
10835672	-32	167	7
10836000	-30	161	11
10836328	-34	166	15
10836656	-52	170	16
10836984	-50	169	8
10837312	-34	185	11
10837640	-35	191	8
10837968	-59	185	12
10838296	-49	180	5
10838624	-60	190	6
10838952	-63	180	1
10839280	-63	187	4
10839608	-69	204	4
10839936	-56	191	-2
10840264	-45	198	-11
10840592	-56	186	-8
10840920	-92	194	-14
10841248	-117	186	-8
10841576	-143	191	-12
10841904	-154	183	7
10842232	-163	183	-15
10842560	-159	180	-16
10842888	-161	188	-10
10843216	-160	184	-19
10843544	-148	172	-14
10843872	-164	182	-9
10844200	-145	182	-9
10844528	-145	179	-8
10844856	-142	193	-18
10845184	-147	185	-25
10845512	-164	182	-15
10845840	-182	170	-18
10846168	-180	161	-29
10846496	-193	164	-35
10846824	-176	174	-23
10847152	-184	181	-29
10847480	-186	179	-22
10847808	-209	180	-7
10848136	-204	181	-17
10848464	-230	176	-21
10848792	-256	178	-15
10849120	-328	175	-8
10849448	-392	163	-5
10849776	-475	142	16
10850104	-619	148	45
10850432	-829	121	89
10850760	-1081	84	137
10851088	-1347	41	174
10851416	-1532	12	202
10851744	-1642	18	204
10852072	-1661	43	192
10852400	-1487	63	146
10852728	-1151	127	89
10853056	-880	207	64
10853384	-783	214	59
10853712	-802	200	99
10854040	-889	198	136
10854368	-972	186	163
10854696	-990	200	181
10855024	-988	213	184
10855352	-987	220	191
10855680	-1008	231	205
10856008	-1051	246	197
10856336	-983	240	155
10856664	-834	289	134
10856992	-692	308	115
10857320	-689	331	144
10857648	-756	322	179
10857976	-818	323	222
10858304	-864	320	239
10858632	-853	347	249
10858960	-799	392	253
10859288	-757	407	249
10859616	-757	398	260
10859944	-807	396	270
10860272	-885	388	290
10860600	-990	380	310
10860928	-1077	365	325
10861256	-1183	366	356
10861584	-1254	371	368
10861912	-1311	370	382
10862240	-1330	371	408
10862568	-1324	383	404
10862896	-1302	382	411
10863224	-1231	376	424
10863552	-1170	399	422
10863880	-1079	410	422
10864208	-1026	436	426
10864536	-984	444	420
10864864	-968	454	431
10865192	-969	444	439
10865520	-1008	414	446
10865848	-985	410	461
10866176	-944	406	452
10866504	-900	425	447
10866832	-870	428	453
10867160	-839	473	455
10867488	-774	458	447
10867816	-717	472	442
10868144	-689	504	425
10868472	-634	477	421
10868800	-548	493	398
10869128	-436	511	391
10869456	-337	491	396
10869784	-257	548	391
10870112	-183	543	390
10870440	-146	502	393
10870768	-234	427	389
10871096	-399	319	401
10871424	-553	339	412
10871752	-641	340	420
10872080	-628	354	392
10872408	-483	384	369
10872736	-307	415	358
10873064	-197	435	324
10873392	-170	443	312
10873720	-161	453	315
10874048	-180	431	332
10874376	-192	426	324
10874704	-197	421	307
10875032	-194	401	295
10875360	-189	404	300
10875688	-120	427	304
10876016	-42	398	262
10876344	34	441	256
10876672	63	426	260
10877000	62	429	240
10877328	36	402	244
10877656	-27	380	259
10877984	-104	363	268
10878312	-171	338	261
10878640	-235	339	253
10878968	-180	319	232
10879296	-54	378	224
10879624	8	375	189
10879952	64	385	169
10880280	58	369	176
10880608	-11	355	169
10880936	-64	346	182
10881264	-129	325	182
10881592	-171	327	176
10881920	-231	313	173
10882248	-231	310	159
10882576	-140	312	125
10882904	19	337	107
10883232	154	352	86
10883560	234	378	86
10883888	171	329	81
10884216	87	306	85
10884544	70	266	86
10884872	93	223	88
10885200	210	214	66
10885528	296	233	46
10885856	355	236	28
10886184	344	188	16
10886512	240	139	17
10886840	92	39	19
10887168	-39	-22	33
10887496	-131	-69	20
10887824	-188	-115	2
10888152	-151	-115	-21
10888480	-41	-137	-50
10888808	167	-137	-67
10889136	257	-129	-99
10889464	248	-171	-144
10889792	208	-177	-162
10890120	117	-241	-194
10890448	4	-279	-220
10890776	-148	-344	-236
10891104	-233	-392	-240
10891432	-293	-412	-248
10891760	-287	-421	-279
10892088	-240	-455	-304
10892416	-144	-429	-343
10892744	-61	-480	-390
10893072	-33	-515	-432
10893400	-111	-577	-499
10893728	-152	-618	-545
10894056	-129	-656	-596
10894384	-72	-670	-663
10894712	7	-683	-727
10895040	56	-697	-759
10895368	98	-724	-785
10895696	131	-720	-813
10896024	155	-745	-819
10896352	174	-781	-820
10896680	75	-788	-820
10897008	-60	-845	-819
10897336	-106	-895	-859
10897664	24	-899	-939
10897992	298	-883	-1043
10898320	590	-818	-1128
10898648	853	-786	-1197
10898976	1038	-765	-1254
10899304	1121	-791	-1277
10899632	1148	-801	-1299
10899960	1088	-808	-1304
10900288	1011	-837	-1304
10900616	976	-839	-1292
10900944	1023	-850	-1289
10901272	1088	-833	-1297
10901600	1088	-804	-1300
10901928	1062	-794	-1285
10902256	993	-765	-1279
10902584	882	-760	-1260
10902912	760	-777	-1247
10903240	624	-768	-1239
10903568	490	-779	-1236
10903896	393	-788	-1215
10904224	319	-800	-1227
10904552	246	-779	-1228
10904880	230	-798	-1219
10905208	288	-754	-1219
10905536	396	-725	-1244
10905864	481	-700	-1283
10906192	595	-654	-1292
10906520	670	-640	-1307
10906848	709	-596	-1303
10907176	637	-628	-1268
