Time Stamp	Gyroscope X	Gyroscope Y	Gyroscope Z
RAW	RAW	RAW	RAW
no units	no units	no units	no units
1209422	-109	120	-58
1209750	-111	121	-65
1210078	-83	124	-61
1210406	-85	114	-56
1210734	-78	113	-53
1211062	-45	126	-52
1211390	-30	116	-48
1211718	-34	117	-51
1212046	-44	152	-47
1212374	-52	133	-43
1212702	-67	106	-42
1213030	-84	135	-45
1213358	-96	182	-35
1213686	-128	143	-35
1214014	-148	151	-30
1214342	-145	158	-27
1214670	-146	153	-27
1214998	-153	158	-16
1215326	-154	163	-23
1215654	-148	142	-18
1215982	-144	147	-18
1216310	-131	158	-26
1216638	-127	154	-21
1216966	-108	167	-16
1217294	-94	137	-16
1217622	-65	142	-23
1217950	-20	151	-29
1218278	6	123	-29
1218606	39	131	-24
1218934	43	138	-26
1219262	29	127	-31
1219590	26	143	-26
1219918	9	147	-34
1220246	2	106	-39
1220574	-16	131	-38
1220902	-17	154	-30
1221230	-35	123	-31
1221558	-46	103	-40
1221886	-43	115	-43
1222214	-31	137	-36
1222542	-48	102	-39
1222870	-50	94	-48
1223198	-40	116	-46
1223526	-26	98	-56
1223854	7	112	-48
1224182	6	102	-52
1224510	13	114	-46
1224838	16	138	-52
1225166	-4	133	-56
1225494	-7	142	-42
1225822	0	121	-45
1226150	6	140	-43
1226478	11	141	-46
1226806	4	158	-38
1227134	9	124	-47
1227462	-10	150	-32
1227790	-23	135	-41
1228118	-28	149	-35
1228446	-42	128	-48
1228774	-57	137	-60
1229102	-73	152	-50
1229430	-47	137	-50
1229758	-48	136	-49
1230086	-49	135	-63
1230414	-48	128	-56
1230742	-42	115	-58
1231070	-61	131	-62
1231398	-46	114	-66
1231726	-58	152	-63
1232054	-42	129	-70
1232382	-60	115	-68
1232710	-74	108	-66
1233038	-70	127	-60
1233366	-78	133	-73
1233694	-112	117	-70
1234022	-103	128	-76
1234350	-106	115	-66
1234678	-77	128	-82
1235006	-120	105	-64
1235334	-104	128	-51
1235662	-125	144	-46
1235990	-106	127	-63
1236318	-79	118	-40
1236646	-58	132	-59
1236974	-52	138	-52
1237302	-45	117	-48
1237630	-66	113	-42
1237958	-73	134	-50
1238286	-70	114	-26
1238614	-74	140	-26
1238942	-73	133	-29
1239270	-52	120	-32
1239598	-65	116	-39
1239926	-73	136	-29
1240254	-65	121	-41
1240582	-68	136	-27
1240910	-93	143	-26
1241238	-84	130	-36
1241566	-100	141	-34
1241894	-63	137	-28
1242222	-70	143	-43
1242550	-71	141	-39
1242878	-33	122	-40
1243206	-39	124	-49
1243534	-31	127	-48
1243862	-36	137	-50
1244190	-47	108	-53
1244518	-48	131	-46
1244846	-42	143	-45
1245174	-47	124	-47
1245502	-41	132	-50
1245830	-42	124	-34
1246158	-71	127	-27
1246486	-64	124	-27
1246814	-62	139	-34
1247142	-45	131	-21
1247470	-46	125	-30
1247798	-36	129	-32
1248126	-34	122	-45
1248454	-41	137	-47
1248782	-56	136	-39
1249110	-61	107	-38
1249438	-65	148	-45
1249766	-64	140	-34
1250094	-51	132	-44
1250422	-50	140	-48
1250750	-35	141	-49
1251078	-34	127	-53
1251406	-23	137	-44
1251734	-40	129	-61
1252062	-34	118	-52
1252390	-55	113	-45
1252718	-49	143	-59
1253046	-67	124	-52
1253374	-100	139	-61
1253702	-82	130	-45
1254030	-96	129	-51
1254358	-77	117	-47
1254686	-67	123	-56
1255014	-35	125	-57
1255342	-46	128	-63
1255670	-56	114	-71
1255998	-44	105	-63
1256326	-56	144	-49
1256654	-64	132	-57
1256982	-70	106	-46
1257310	-58	121	-72
1257638	-59	107	-59
1257966	-56	136	-47
1258294	-53	138	-57
1258622	-66	119	-60
1258950	-74	147	-60
1259278	-69	150	-55
1259606	-97	137	-64
1259934	-89	121	-55
1260262	-84	138	-49
1260590	-76	157	-44
1260918	-69	138	-59
1261246	-73	117	-48
1261574	-58	156	-44
1261902	-62	140	-32
1262230	-77	113	-36
1262558	-73	140	-39
1262886	-57	135	-33
1263214	-52	132	-25
1263542	-62	107	-44
1263870	-48	119	-30
1264198	-43	161	-47
1264526	-60	143	-40
1264854	-57	129	-34
1265182	-67	153	-36
1265510	-51	149	-21
1265838	-49	154	-34
1266166	-62	141	-40
1266494	-39	146	-35
1266822	-59	135	-35
1267150	-73	144	-20
1267478	-81	123	-32
1267806	-94	125	-37
1268134	-91	152	-27
1268462	-92	131	-33
1268790	-84	124	-24
1269118	-63	138	-25
1269446	-42	133	-27
1269774	-14	129	-26
1270102	-11	129	-30
1270430	-16	132	-23
1270758	-39	142	-20
1271086	-43	126	-14
1271414	-46	156	-23
1271742	-33	161	-15
1272070	-40	126	-14
1272398	-38	118	-29
1272726	-22	155	-22
1273054	-33	151	-22
1273382	-19	131	-29
1273710	-4	138	-15
1274038	-26	161	-23
1274366	-25	161	-31
1274694	-45	174	-27
1275022	-43	154	-24
1275350	-49	152	-9
1275678	-31	152	-29
1276006	-45	148	-19
1276334	-57	141	-32
1276662	-50	153	-38
1276990	-59	139	-30
1277318	-73	166	-26
1277646	-63	148	-26
1277974	-53	123	-24
1278302	-43	153	-33
1278630	-43	148	-30
1278958	-38	118	-27
1279286	-53	139	-36
1279614	-50	151	-30
1279942	-41	143	-23
1280270	-44	143	-22
1280598	-18	159	-35
1280926	-26	131	-32
1281254	-13	160	-31
1281582	-44	145	-18
1281910	-39	146	-24
1282238	-52	159	-19
1282566	-60	172	-15
1282894	-64	148	-16
1283222	-61	152	-5
1283550	-74	180	-13
1283878	-74	159	-17
1284206	-70	140	-17
1284534	-64	161	-12
1284862	-56	161	-10
1285190	-66	155	-20
1285518	-63	160	-32
1285846	-43	143	-21
1286174	-33	158	-21
1286502	-26	155	-19
1286830	-28	146	-22
1287158	-36	157	-10
1287486	-43	167	-26
1287814	-36	163	-8
1288142	-47	168	-8
1288470	-66	162	-15
1288798	-57	149	-11
1289126	-45	133	-12
1289454	-33	136	-8
1289782	-40	149	-11
1290110	-38	137	-3
1290438	-46	128	-21
1290766	-48	129	-5
1291094	-61	154	3
1291422	-62	149	-7
1291750	-50	144	8
1292078	-36	161	4
1292406	-22	152	7
1292734	1	141	13
1293062	-2	170	5
1293390	15	156	11
1293718	-2	146	9
1294046	11	158	4
1294374	-17	166	-1
