Time Stamp	Gyroscope X	Gyroscope Y	Gyroscope Z
RAW	RAW	RAW	RAW
no units	no units	no units	no units
16019802	52	27	56
16020130	53	91	75
16020458	90	66	84
16020786	115	39	96
16021114	113	60	94
16021442	144	76	111
16021770	144	101	124
16022098	170	98	146
16022426	203	95	153
16022754	244	88	160
16023082	304	65	177
16023410	310	64	190
16023738	343	55	208
16024066	333	66	221
16024394	378	69	244
16024722	397	84	269
16025050	393	49	265
16025378	444	37	301
16025706	465	61	291
16026034	464	43	301
16026362	435	-5	302
16026690	391	63	332
16027018	322	71	340
16027346	245	60	324
16027674	186	84	306
16028002	88	71	286
16028330	34	51	281
16028658	-21	147	265
16028986	-97	179	252
16029314	-164	176	244
16029642	-190	152	234
16029970	-230	143	207
16030298	-225	137	172
16030626	-211	97	143
16030954	-168	56	131
16031282	-183	56	119
16031610	-140	75	118
16031938	-75	47	90
16032266	-69	18	52
16032594	35	-45	19
16032922	66	-44	14
16033250	38	7	3
16033578	43	-12	22
16033906	-44	16	62
16034234	-112	26	68
16034562	-200	18	59
16034890	-228	30	57
16035218	-188	34	59
16035546	-146	16	74
16035874	-133	41	84
16036202	-173	30	110
16036530	-294	54	150
16036858	-398	77	192
16037186	-462	97	210
16037514	-520	100	218
16037842	-516	111	231
16038170	-511	124	251
16038498	-491	108	270
16038826	-441	76	271
16039154	-398	76	262
16039482	-356	70	265
16039810	-370	43	263
16040138	-379	63	271
16040466	-358	58	284
16040794	-311	73	256
16041122	-296	80	230
16041450	-292	88	199
16041778	-211	48	119
16042106	-95	-14	22
16042434	212	-27	-111
16042762	546	-143	-269
16043090	941	-248	-436
16043418	1430	-178	-519
16043746	1523	-38	-588
16044074	1367	67	-548
16044402	1296	203	-438
16044730	846	392	-363
16045058	604	412	-275
16045386	524	392	-196
16045714	371	352	-112
16046042	620	348	-4
16046370	578	487	72
16046698	557	458	112
16047026	624	405	199
16047354	505	532	327
16047682	699	262	536
16048010	688	237	805
16048338	241	493	956
16048666	-158	441	1018
16048994	-408	316	1020
16049322	-1321	417	1128
16049650	-2181	624	1257
16049978	-3171	886	1357
16050306	-3948	1082	1381
16050634	-4169	1017	1359
16050962	-3910	815	1265
16051290	-3378	725	1143
16051618	-2756	671	965
16051946	-2250	668	1034
16052274	-1962	658	1102
16052602	-1889	661	1298
16052930	-2042	708	1556
16053258	-2230	807	1821
16053586	-2370	884	2095
16053914	-2334	959	2428
16054242	-2238	986	2741
16054570	-1994	971	3110
16054898	-1782	1020	3416
16055226	-1424	894	3677
16055554	-1211	738	3811
16055882	-1367	714	3983
16056210	-1133	595	3917
16056538	-463	541	3924
16056866	-135	519	3964
16057194	-262	453	3982
16057522	-799	681	3834
16057850	-1328	1097	3693
16058178	-1226	1300	3539
16058506	-638	941	3466
16058834	168	533	3473
16059162	680	432	3454
16059490	1156	472	3370
16059818	1528	265	3208
16060146	1708	235	3355
16060474	1850	92	3720
16060802	1697	220	4028
16061130	1166	392	4287
16061458	716	732	4501
16061786	175	958	4536
16062114	441	305	4639
16062442	704	162	4681
16062770	971	354	4670
16063098	1425	651	4584
16063426	1710	846	4653
16063754	2118	598	4671
16064082	1787	723	4740
16064410	1508	1132	4656
16064738	1500	1406	4472
16065066	1204	1317	4482
16065394	778	1204	4253
16065722	27	1041	3903
16066050	-131	424	3438
16066378	263	139	2982
16066706	867	-106	2507
16067034	1187	-279	1966
16067362	1057	218	1234
16067690	738	959	410
16068018	302	1145	-154
16068346	-240	1658	-551
16068674	-514	2249	-1069
16069002	-1556	2384	-1223
16069330	-2852	2380	-1151
16069658	-3789	2457	-1282
16069986	-4655	2335	-2049
16070314	-4839	2355	-2907
16070642	-4528	2193	-3750
16070970	-4286	2003	-4796
16071298	-4239	1632	-5917
16071626	-4432	1165	-6996
16071954	-4222	288	-7748
16072282	-4402	-531	-8300
16072610	-4246	-1441	-8875
16072938	-4278	-2500	-9639
16073266	-4642	-3181	-10268
16073594	-6267	-2566	-10658
16073922	-7496	-1741	-10419
16074250	-9081	98	-9943
16074578	-9220	600	-10468
16074906	-9084	362	-11357
16075234	-9453	156	-13551
16075562	-11961	1540	-15441
16075890	-14559	4259	-15474
16076218	-11136	3111	-12702
16076546	721	-1907	-7477
16076874	5315	-3885	-2898
16077202	2188	-1667	-1155
16077530	-1697	2138	-1673
16077858	-1322	3592	-1904
16078186	1409	2913	-1158
16078514	3525	2695	-651
16078842	5715	-1246	-267
16079170	4651	-2063	-661
16079498	262	2473	-1476
16079826	-1192	3554	-2038
16080154	1021	1048	-1851
16080482	4314	-182	-1149
16080810	9182	-2355	-46
16081138	10098	-3241	765
16081466	10112	-3473	1759
16081794	9364	-2494	2632
16082122	8381	-714	3235
16082450	7137	35	3789
16082778	5736	572	3943
16083106	4424	1359	3630
16083434	3972	1738	3941
16083762	4036	809	4785
16084090	3765	-681	5594
16084418	3956	-1896	6289
16084746	4238	-2120	6609
16085074	3992	-1203	6636
16085402	2958	-528	6267
16085730	-7770	1218	5947
16086058	1885	-11196	9892
16086386	4092	4381	15996
16086714	-10339	14073	15055
16087042	3292	-5285	14907
16087370	-6747	347	1306
16087698	-1278	16669	2608
16088026	-1235	1855	1757
16088354	-5340	2926	2353
16088682	1868	6646	-6044
16089010	-6303	-17621	14573
16089338	19068	-322	15153
16089666	12820	6251	5338
16089994	11479	-370	344
16090322	4034	-2277	-4709
16090650	-5668	-1028	-6362
16090978	-5581	-1101	-3123
16091306	-3273	-3193	-1834
16091634	-3306	-2887	-3332
16091962	-3630	-2265	-4647
16092290	-3393	-673	-4408
16092618	-1989	905	-4353
16092946	129	1401	-3401
16093274	972	1539	-4012
16093602	857	998	-5062
16093930	499	-185	-5998
16094258	-9	-697	-6315
16094586	133	-935	-6358
16094914	782	-1350	-6177
16095242	1530	-1708	-5797
16095570	1761	-1902	-5548
16095898	1447	-1349	-5332
16096226	1064	-912	-5118
16096554	912	-724	-4865
16096882	987	-385	-4777
16097210	1141	-157	-4920
16097538	1515	-172	-4794
16097866	1511	196	-4524
16098194	1614	521	-4304
16098522	2007	-61	-3589
16098850	2719	-88	-3077
16099178	3114	-287	-2860
16099506	2647	-104	-2268
16099834	1300	419	-1780
16100162	-397	659	-1443
16100490	-1904	515	-999
